#OTU ID	CZ.MB96	CZ.MB83	CZ.MB119	CZ.MB43	CZ.MB9	CZ.MB14	CZ.MB84	CZ.MB97	CZ.MB3	CZ.MB106	CZ.MB76	CZ.MB18	CZ.MB38	CZ.MB125	CZ.MB12	CZ.MB117	CZ.MB121	CZ.MB11	CZ.MB56	CZ.MB67	CZ.MB134	CZ.MB129	CZ.MB82	CZ.MB33	CZ.MB10	CZ.MB91	CZ.MB13	CZ.MB87	CZ.MB112	CZ.MB90	CZ.MB57	CZ.MB89	CZ.MB75	CZ.MB132	CZ.MB19	CZ.MB80	CZ.MB31	CZ.MB105	CZ.MB108	CZ.MB79	CZ.MB93	CZ.MB70	CZ.MB42	CZ.MB20	CZ.MB69	CZ.MB122	CZ.MB118	CZ.MB113	CZ.MB27	CZ.MB136	CZ.MB124	CZ.MB39	CZ.MB7	CZ.MB29	CZ.MB16	CZ.MB86	CZ.MB126	CZ.MB58	CZ.MB44	CZ.MB102	CZ.MB34	CZ.MB135	CZ.MB99	CZ.MB60	CZ.MB92	CZ.MB114	CZ.MB71	CZ.MB68	CZ.MB45	CZ.MB59	CZ.MB130	CZ.MB77	CZ.MB116	CZ.MB40	CZ.MB17	CZ.MB123	CZ.MB23	CZ.MB24	CZ.MB94	CZ.MB5	CZ.MB2	CZ.MB22	CZ.MB128	CZ.MB30	CZ.MB35	CZ.MB115	CZ.MB104	CZ.MB54	CZ.MB107	CZ.MB103	CZ.MB78	CZ.MB53	CZ.MB55	CZ.MB41	CZ.MB32	CZ.MB64	CZ.MB85	CZ.MB95	CZ.MB133	CZ.MB66	CZ.MB61	CZ.MB73	CZ.MB110	CZ.MB4	CZ.MB37	CZ.MB65	CZ.MB100	CZ.MB50	CZ.MB88	CZ.MB111	CZ.MB28	CZ.MB109	CZ.MB8	CZ.MB25	CZ.MB36	CZ.MB26	CZ.MB120	CZ.MB63	CZ.MB6	CZ.MB98	CZ.MB21	CZ.MB62	CZ.MB52	CZ.MB127	CZ.MB46	CZ.MB49	CZ.MB47	CZ.MB72	CZ.MB48	CZ.MB101	CZ.MB131	CZ.MB51	CZ.MB1	CZ.MB81
NR_113092.1 Prevotella albensis strain JCM 12258 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	1	2	0	4	0	2	0	1	6	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	2	0	1	2	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
NR_113096.1 Prevotella bivia strain JCM 6331 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	12	0	0	0	0	2	0	0	0	10	0	0	5	0	0	0	0	0	0	13	5	1	0	2	7	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	7	1	3	0	0	2	3	0	3	0	0	0	0	0	7	2	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	4	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	9	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NR_113114.1 Prevotella nanceiensis strain JCM 15639 16S ribosomal RNA gene, partial sequence	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113113.1 Prevotella melaninogenica strain JCM 6325 16S ribosomal RNA gene, partial sequence	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	2	1	3	0	1	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NR_113101.1 Prevotella denticola strain JCM 13449 16S ribosomal RNA gene, partial sequence	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	1	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0
NR_113099.1 Prevotella corporis strain JCM 8529 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
NR_113105.1 Prevotella histicola strain JCM 15637 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113103.1 Prevotella disiens strain JCM 6334 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113112.1 Prevotella micans strain JCM 16134 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113117.1 Prevotella oralis strain JCM 12251 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	8	0	0	7	0	0	0	0	0	5	1	1	2	0	0	0	0	2	0	14	3	5	0	1	16	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	4	1	0	7	0	3	16	0	0	0	0	0	0	8	0	0	0	4	24	0	0	0	0	0	0	0	0	12	6	0
NR_113150.1 Alistipes finegoldii strain JCM 16770 16S ribosomal RNA gene, partial sequence	538	0	0	21	0	0	0	9	0	0	0	830	0	0	0	0	1038	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	123	3979	0	3842	18	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
NR_113122.1 Prevotella paludivivens strain JCM 13650 16S ribosomal RNA gene, partial sequence	0	0	1	8	3	47	0	7	369	0	1	4	0	0	28	0	2	10	0	2	9	7	57	1	35	10	8	5	7	18	4	4	1	0	5	0	0	0	0	0	39	19	14	0	2	7	2	4	116	11	0	13	1	0	0	0	0	1	2	12	0	6	0	6	4	0	7	12	1	6	2	18	2	2	2	3	1	1	10	0	39	1	3	0	38	4	97	0	0	2	8	0	1	4	0	5	0	1	0	1	11	0	0	0	12	1	3	151	2	1	714	0	2	0	2	3	9	32	0	6	2	6	626	0	1	0	2	2	2	0	0	329	100	19
NR_113120.1 Prevotella oulorum strain JCM 14966 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NR_113147.1 Sulfuritalea hydrogenivorans strain sk43H 16S ribosomal RNA gene, partial sequence	0	4	5	7	0	1	0	4	24	0	0	0	0	0	8	2	0	0	10	9	0	0	10	0	6	0	2	0	0	2	0	0	0	0	0	7	1	2	0	30	4	3	0	0	0	0	0	0	4	4	0	1	11	28	2	25	0	0	0	4	0	0	0	1	0	0	1	6	0	1	0	2	0	3	1	0	0	0	0	9	2	0	0	1	7	1	1	0	1	2	0	3	0	4	11	0	5	0	33	0	3	0	0	30	43	2	0	0	0	0	17	0	0	5	7	6	0	0	41	1	0	0	10	0	0	1	0	0	0	7	8	1	0	7
NR_113132.1 Peptoclostridium difficile strain JCM 1296 16S ribosomal RNA gene, partial sequence	0	1	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	7	0	0	1	0	0	17	0	0	3	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	6	0	0	0	4	0	8	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	8	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0
NR_113141.1 Fusobacterium nucleatum subsp. polymorphum strain JCM 12990 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113174.1 Bifidobacterium stellenboschense strain AFB23-3 16S ribosomal RNA gene, partial sequence	1	1	0	0	4	0	2	0	2	0	0	0	0	6280	0	1	1	0	68	1	1	2593	2	0	0	0	1	0	2	0	0	1	2534	0	0	1	36	0	34	4	1	0	0	6	0	0	0	0	0	844	4377	3	8	0	1	9	12358	0	239	1	1	930	686	0	1	0	0	1	32	0	1	1	0	0	0	7	379	2	2	0	1	464	3232	1	0	2	2	0	2	0	2	0	88	0	16	0	2	0	3	1	3	197	1	1	0	0	752	0	0	2	1	2	0	0	0	0	1	0	0	4	10365	1	0	2246	5	0	0	1442	2	3	0	0	0	0
NR_113157.1 Ruminiclostridium thermocellum strain JCM 9322 16S ribosomal RNA gene, partial sequence	10	11	0	9	0	0	27	6	12	9	0	4	59	0	16	1	2	0	92	0	3	0	21	24	1	5	0	162	6	3	3	0	0	14	3	12	33	25	134	250	5	12	5	29	10	6	0	7	21	0	0	3	10	26	0	90	0	0	0	38	0	0	0	3	0	2	5	0	0	1	0	0	0	0	0	1	0	0	0	6	11	0	0	44	4	12	28	17	7	11	0	3	82	0	15	0	24	0	45	0	6	0	1	4	79	0	0	15	51	0	8	13	3	2	1	13	0	7	13	0	0	12	13	0	0	8	0	0	0	28	59	40	10	12
NR_113153.1 Alistipes shahii strain JCM 16773 16S ribosomal RNA gene, partial sequence	0	0	5	4	0	0	0	2	0	0	3	5	0	0	0	3	12	0	0	35	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	15	0	4	7	0	20	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	3	1	0	0	0	4	2	5	0	3	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	12	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	20	37	0	0	0
NR_113151.1 Alistipes onderdonkii strain JCM 16771 16S ribosomal RNA gene, partial sequence	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
NR_113152.1 Alistipes putredinis strain JCM 16772 16S ribosomal RNA gene, partial sequence	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113165.1 Collinsella intestinalis strain JCM 10643 16S ribosomal RNA gene, partial sequence	1	0	0	0	0	0	0	0	0	0	0	2	0	181	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	23	0	4	0	0	0	0	0	0	3	0	1	1	0	0	0	0	25	60	0	0	0	0	0	83	0	11	0	0	24	7	0	0	0	2	0	3	0	0	0	0	0	0	0	9	4	0	0	0	26	61	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	51	0	0	34	78	0	0	26	0	0	0	0	0	0
NR_113163.1 [Eubacterium] cylindroides strain JCM 10261 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113160.1 Leptotrichia goodfellowii strain JCM 16774 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113173.1 Bifidobacterium saguini strain AFB23-1 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	10	27	0	0	0	0	0	101	0	5	0	0	44	35	0	0	0	3	0	6	0	1	13	0	0	0	12	6	7	0	0	0	26	85	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	10	143	0	0	79	3	0	4	16	5	0	0	0	0	0
NR_113172.1 Bifidobacterium callitrichos strain AFB22-5 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113195.1 Bacteroides sartorii strain JCM 17136 16S ribosomal RNA gene, partial sequence	156	5	0	51	0	0	2	320	0	0	2	30	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	91	0	1264	216	0	397	63	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	247	0	0	0	53	0	0	0	1	3	0	0	3	0	0	0	0	9	0	0	0	1	0	0	6	0	0	0	0	0	1	0	0	0	4	0	1	0	0	1	0	0	2	0	0	0	23	0	0	0	14	43	0	0	0
NR_113188.1 Slackia isoflavoniconvertens strain JCM 16137 16S ribosomal RNA gene, partial sequence	0	2	0	0	5	0	12	0	1	15	0	0	0	0	0	0	0	0	3	1	1	0	1	6	1	0	0	2	0	0	58	0	1	16	0	1	2	2	7	0	0	2	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	9	0	1	5	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	5	0	2	1	0	3	7	0	0	0	0	0	0	0	1	0	9	1	0	0	1	0	2	0	1	112	0	0	0	0	1	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	2	2
NR_113175.1 Bifidobacterium biavatii strain AFB23-4 16S ribosomal RNA gene, partial sequence	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	1	0	0	0	0	0	0
NR_113185.1 Pyramidobacter piscolens strain W5455 16S ribosomal RNA gene, partial sequence	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	10	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	28	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	11	6	2	0	0	1	1	13	0	0	0	0	1	0	2	0	0	0	1	0	0	7	1	1	0	1	3	2	0	0	32	2	4	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	4
NR_113207.1 Bacteroides stercorirosoris strain JCM 17103 16S ribosomal RNA gene, partial sequence	9	2	0	6	1	0	0	3	0	0	0	13	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	19	0	19	480	0	467	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	2	0	0	0
NR_113208.1 Parabacteroides chinchillae strain JCM 17104 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	16	5	9	11	0	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	7	0	1	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0
NR_113306.1 Megasphaera elsdenii strain DSM 20460 16S ribosomal RNA gene, partial sequence	1	1	4	0	4	0	0	0	0	1	0	0	0	161	0	2	1	0	0	2	2	2306	0	0	0	0	0	4	0	0	1	0	776	1	0	0	1	0	2	0	1	0	0	539	0	0	0	1	0	882	83	0	0	0	0	1	2167	0	1076	0	0	2084	1237	0	0	0	24	1	225	0	214	1	3	1	1	54	2406	1396	1	0	0	118	1936	0	1	0	0	0	0	0	149	0	1	11	2	4	0	0	0	0	2	293	0	2	0	0	4427	0	0	0	0	1	3	0	1	0	17	0	0	3687	29	0	0	177	1766	0	2	455	281	0	0	0	0	1
NR_113245.1 Clostridium sporogenes strain JCM 1416 16S ribosomal RNA gene, partial sequence	1	751	1	1	46	15	36	9	168	9	0	1	24	0	72	18	0	2	400	7	20	0	13	10	2	254	0	25	39	12	180	2	0	2	6	40	175	489	476	747	301	1	0	0	0	1	4	73	573	0	0	281	52	180	0	49	0	23	1	81	7	8	0	15	10	22	0	9	0	3	0	0	0	4	0	1	1	0	1	69	40	2	0	13	3	46	208	427	64	301	0	207	302	8	186	0	256	0	43	3	412	0	22	724	117	10	2	65	247	6	55	432	31	177	5	70	2	544	79	0	0	72	185	1	1	291	0	1	0	564	144	172	119	32
NR_113244.1 Clostridium butyricum strain JCM 1391 16S ribosomal RNA gene, partial sequence	0	113	1	0	1	0	1587	0	35	2447	2	0	2	0	0	0	1	0	2300	0	0	1	42	0	0	1	0	0	2	0	0	0	0	1428	0	9	2012	434	3506	2	0	0	0	0	1	1	1	0	100	1	0	1	614	19	0	1264	0	0	0	140	0	0	0	1	0	2	1	0	2	0	0	0	1	0	0	1	0	1	0	453	2	0	0	117	0	2	435	866	331	935	1	92	4493	1	1330	1	565	1	95	1	0	0	0	34	0	1	1	17	0	1	127	3	0	0	0	123	0	2	17	0	1	0	92	0	1	0	0	0	2	0	0	1	6	2
NR_113238.1 Brevundimonas diminuta strain JCM 2788 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113243.1 Erysipelatoclostridium ramosum strain JCM 1298 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	9	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	17	7	0	0	35	11	0	0	0
NR_113273.1 Collinsella tanakaei strain JCM 16071 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32	0	0	0	0	0	0	0	2	0	0	2	1	0	0	1	0	0	3	0	14	5	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	7	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0	14	0	0	0	0	0
NR_113258.1 Weissella confusa strain JCM 1093 16S ribosomal RNA gene, partial sequence	34	0	14	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	85	0	0	0	0	3	0	0	0	9	0	0	0	0	73	0	0	0	0	114	0	0	0	0	0	0	0	3	3	0	0	29	0	0	0	29	0	5	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	10	0	0	0	92	1	0	0	0	0	0
NR_113248.1 Eubacterium limosum strain JCM 6421 16S ribosomal RNA gene, partial sequence	0	0	0	0	1	0	0	0	0	0	4	1	2	7	2	0	0	0	0	0	0	1	0	0	0	6	0	0	9	0	0	0	1	0	1	0	0	1	0	152	1	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	2	0	0	4	6	3	0	0	0	0	5	0	0	0	0	0	0	0	1	4	0	0	0	4	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	1	0	0	4	0	0	0	0	2	0	0	0	30	1	0	0	3	0	0	15	6	0	5	7	43	0	0	0	41	34	0	0	0
